Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,SiteID,Site name,Anthropogenic_C14,Uncal.C14Age,C14SD,C14LabCode,Cal.BP_oldest,Cal.BP_median,Cal.BP_youngest,Early Mesolithic,Middle Mesolithic,Late Mesolithic,Early Neolithic,Middle Neolithic (A),Middle Neolithic (B),Late Neolithic,Site size (m2),Elevation (Max),Elevation (Mean),Elevation (Median),Elevation (Min),Elevation (stdev),Conventional date,Conventional date based on Cal.BP (median),X (UTM32N),Y (UTM32N),Site_ID,Reference
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,3295,35,Poz-19346,3584,3513,3446,0,0,0,0,0,0,1,2064,70.5,48.6,47.7,31.9,11,Late Neolithic/Early Bronze Age,N/A,355132.9585,6693027.47,355132.95856693027.47,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,3257,30,Ua-45243,3516,3467,3397,0,0,0,0,0,0,1,2064,70.5,48.6,47.7,31.9,11,Late Neolithic/Early Bronze Age,N/A,355132.9585,6693027.47,355132.95856693027.47,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5060,100,T-6557,5999,5800,5590,0,0,0,1,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Early/Middle Neolithic,Early/Middle Neolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,114632,N/A,Open air,S1009,Lok 8. Porsvika,Y,4130,30,Beta-366165,4730,4675,4566,0,0,0,0,0,0,1,670,17.7,13.8,14.4,10.5,2.4,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,281235.4453,6681417.499,281235.44536681417.499,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,114632,N/A,Open air,S1009,Lok 8. Porsvika,Y,4110,30,Beta-366166,4658,4632,4522,0,0,0,0,0,0,1,670,17.7,13.8,14.4,10.5,2.4,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,281235.4453,6681417.499,281235.44536681417.499,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,114632,N/A,Open air,S1009,Lok 8. Porsvika,Y,4160,30,Beta-366168,4828,4704,4610,0,0,0,0,0,0,1,670,17.7,13.8,14.4,10.5,2.4,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,281235.4453,6681417.499,281235.44536681417.499,
Mainland,Hordaland,Tysnes,4616,N/A,N/A,N/A,174491,N/A,Open air,S901,Myklestad. Lundo-Lokalitet 2,Y,3400,30,Beta-369103,3718,3635,3564,0,0,0,0,0,0,1,N/A,48.8,47.4,47.4,46.1,1,Late Neolithic/Early Bronze Age,N/A,304932.7924,6657584.117,304932.79246657584.117,
Fjords,Hordaland,Tysnes,4616,N/A,N/A,N/A,127831,N/A,Open air,S902,Bosetning-aktivitetsområde,Y,3610,40,Tua-8179,3999,3919,3829,0,0,0,0,0,0,1,N/A,38.4,37.1,37.1,35.5,0.9,Late Neolithic/Early Bronze Age,Late Neolithic,307317.4863,6660892.675,307317.48636660892.675,
Outer coast,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,215889,N/A,Open air,S904,Luranetunet Lok. 3,Y,3400,30,Beta-425564,3718,3635,3564,0,0,0,0,0,0,1,N/A,55.2,54.8,54.8,54.7,0.2,Late Neolithic/Early Bronze Age,N/A,304768.2409,6677224.231,304768.24096677224.231,
Mainland,Hordaland,Kvinnherad,4617,N/A,N/A,N/A,109022,N/A,Open air,S900,Hatteberg - Dyrkingsspor. Baronivegen,Y,3175,40,Tua-6787,3466,3399,3335,0,0,0,0,0,0,1,N/A,62.3,62.2,62,61.8,0.3,Late Neolithic/Early Bronze Age,N/A,334302.9758,6654101.358,334302.97586654101.358,
Fjords,Hordaland,Tysnes,4616,N/A,N/A,N/A,129561,N/A,Open air,S903,Gjerstad. Øvre,Y,3540,30,Tra-27,3908,3828,3715,0,0,0,0,0,0,1,N/A,15.2,15.2,15.2,15.1,0,Late Neolithic/Early Bronze Age,Late Neolithic,307223.6183,6661193.289,307223.61836661193.289,
Outer coast,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,215889,N/A,Open air,S904,Luranetunet Lok. 3,Y,3680,30,Beta-425560,4092,4024,3910,0,0,0,0,0,0,1,N/A,55.2,54.8,54.8,54.7,0.2,Late Neolithic/Early Bronze Age,Late Neolithic,304768.2409,6677224.231,304768.24096677224.231,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,128703,N/A,Open air,S933,Tuft. Hylkje,Y,8650,45,Tra-153,9717,9608,9533,0,1,0,0,0,0,0,N/A,68.4,63.9,63.7,61.6,1.8,Middle Mesolithic,Middle Mesolithic,299493.8991,6713195.431,299493.89916713195.431,
Outer coast,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,215886,N/A,Open air,S905,Luranetunet Lok. 1,Y,3060,30,Beta-425559,3361,3277,3206,0,0,0,0,0,0,1,N/A,48.9,47.9,47.9,46.8,0.6,Late Neolithic/Early Bronze Age,N/A,304868.8345,6677335.557,304868.83456677335.557,
Mainland,Hordaland,Bergen,4601,N/A,N/A,N/A,161324,N/A,Open air,S927,Lok 14-Helldal. Dyngeland,Y,3940,30,Beta-323499,4445,4381,4289,0,0,0,0,0,0,1,N/A,83,81.5,82.3,80.3,1.2,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,301272.9598,6694531.827,301272.95986694531.827,
Mainland,Hordaland,Bergen,4601,N/A,N/A,N/A,116223,N/A,Open air,S928,Nattland,Y,3185,60,T-19632,3514,3405,3319,0,0,0,0,0,0,1,N/A,141.3,140.4,140.7,139,0.9,Late Neolithic/Early Bronze Age,N/A,299327.7746,6695038.914,299327.77466695038.914,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,224929,N/A,Open air,S324,Fløen Lok. 1,Y,3660,30,Beta-454234,4086,3985,3897,0,0,0,0,0,0,1,N/A,24.8,20.4,20,18.5,1.6,Late Neolithic/Early Bronze Age,Late Neolithic,299175.1948,6699292.224,299175.19486699292.224,
Mainland,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,232459,N/A,Open air,S907,Hjelle - lokalitet 1,Y,3020,30,Beta-483015,3272,3218,3143,0,0,0,0,0,0,1,N/A,62.2,60.7,60.7,59.6,0.7,Late Neolithic/Early Bronze Age,N/A,305279.8075,6678858.141,305279.80756678858.141,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,3520,90,T-6573,4006,3796,3565,0,0,0,0,0,0,1,N/A,20.8,15.4,14,12.3,3.4,Late Neolithic/Early Bronze Age,N/A,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5550,140,T-6974,6659,6350,6104,0,0,1,0,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Late Mesolithic,Late Mesolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5190,120,T-6750,6212,5962,5705,0,0,0,1,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Early/Middle Neolithic,Early/Middle Neolithic,272883.8968,6727415.198,272883.89686727415.198,
Mainland,Hordaland,Voss,4621,N/A,N/A,N/A,159003,N/A,Open air,S921,Bavallsvegen. Lokalitet 1,Y,3080,30,Beta-335874,3370,3290,3212,0,0,0,0,0,0,1,10860,161.2,155.1,155.1,147.5,3.1,Late Neolithic/Early Bronze Age,N/A,359370.0265,6726312.357,359370.02656726312.357,
Mainland,Hordaland,Etne,4611,N/A,N/A,N/A,162725,N/A,Open air,S897,Etne-Sauda lok. 9,Y,3550,30,Beta-359062,3925,3844,3817,0,0,0,0,0,0,1,N/A,66,66,66,65.9,0,Late Neolithic/Early Bronze Age,Late Neolithic,340428.993,6624550.756,340428.9936624550.756,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,229190,N/A,Open air,S912,Aga buplassfunn,Y,3400,80,T-16559,3842,3645,3455,0,0,0,0,0,0,1,N/A,19.8,19.7,19.7,19.6,0.1,Late Neolithic/Early Bronze Age,N/A,367682.97,6687467.11,367682.976687467.11,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,128703,N/A,Open air,S933,Tuft. Hylkje,Y,4485,35,Tra-151,5297,5162,5035,0,0,0,0,0,0,0,N/A,68.4,63.9,63.7,61.6,1.8,Early/Middle Neolithic,Early/Middle Neolithic,299493.8991,6713195.431,299493.89916713195.431,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,128703,N/A,Open air,S933,Tuft. Hylkje,Y,5120,35,Tra-152,5830,5831,5748,0,0,0,0,0,0,0,N/A,68.4,63.9,63.7,61.6,1.8,Early/Middle Neolithic,Early/Middle Neolithic,299493.8991,6713195.431,299493.89916713195.431,
Mainland,Hordaland,Etne,4611,N/A,N/A,N/A,162724,N/A,Open air,S898,Etne-Sauda lok. 8,Y,3540,30,Beta-359066,3908,3828,3715,0,0,0,0,0,0,1,N/A,64,62,63.3,61.8,1.4,Late Neolithic/Early Bronze Age,Late Neolithic,340361.0234,6624523.961,340361.02346624523.961,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5280,120,T-6568,6300,6068,5856,0,0,1,0,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Late Mesolithic,Late Mesolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,244087,N/A,Open air,S949,Våge,Y,3010,30,Beta-415042,3265,3203,3106,0,0,0,0,0,0,1,N/A,41.1,40.2,40.3,39.5,0.5,Late Neolithic/Early Bronze Age,N/A,293557.8845,6737588.266,293557.88456737588.266,
Outer coast,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,215886,N/A,Open air,S905,Luranetunet Lok. 1,Y,3080,30,Beta-425558,3370,3290,3212,0,0,0,0,0,0,1,N/A,48.9,47.9,47.9,46.8,0.6,Late Neolithic/Early Bronze Age,N/A,304868.8345,6677335.557,304868.83456677335.557,
Outer coast,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,110789,N/A,Open air,S906,Hauge - Lurane,Y,3070,30,Beta-344201,3360,3286,3209,0,0,0,0,0,0,1,N/A,56.3,54.7,54.9,52.7,1.4,Late Neolithic/Early Bronze Age,N/A,304799.093,6677579.103,304799.0936677579.103,
Mainland,Hordaland,Bjørnafjorden,4624,N/A,N/A,N/A,232459,N/A,Open air,S907,Hjelle - lokalitet 1,Y,3350,30,Beta-483014,3641,3573,3485,0,0,0,0,0,0,1,N/A,62.2,60.7,60.7,59.6,0.7,Late Neolithic/Early Bronze Age,N/A,305279.8075,6678858.141,305279.80756678858.141,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,160597,N/A,Open air,S911,Markastø. Sekse,Y,3130,30,Beta-333958,3410,3355,3320,0,0,0,0,0,0,1,N/A,31.4,23.4,23.8,15.7,4.3,Late Neolithic/Early Bronze Age,N/A,368469.1241,6682476.873,368469.12416682476.873,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,160597,N/A,Open air,S911,Markastø. Sekse,Y,3490,30,Beta-333959,3841,3762,3689,0,0,0,0,0,0,1,N/A,31.4,23.4,23.8,15.7,4.3,Late Neolithic/Early Bronze Age,N/A,368469.1241,6682476.873,368469.12416682476.873,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,4630,50,T-6572,5479,5393,5280,0,0,0,0,1,0,0,N/A,20.8,15.4,14,12.3,3.4,Early/Middle Neolithic,Early/Middle Neolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5660,100,T-6973,6673,6456,6282,0,0,1,0,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Late Mesolithic,Late Mesolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,3600,70,T-6575,4091,3909,3700,0,0,0,0,0,0,1,N/A,20.8,15.4,14,12.3,3.4,Late Neolithic/Early Bronze Age,Late Neolithic,272883.8968,6727415.198,272883.89686727415.198,
Fjords,Hordaland,Kvam,4622,N/A,N/A,N/A,143973,N/A,Open air,S915,?ystese -lok 1,Y,3040,30,Beta-369176,3350,3248,3165,0,0,0,0,0,0,1,N/A,68.4,67.5,67.3,67,0.5,Late Neolithic/Early Bronze Age,N/A,345346.2,6698382.99,345346.26698382.99,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,229190,N/A,Open air,S912,Aga buplassfunn,Y,3235,95,T-16560,3692,3459,3228,0,0,0,0,0,0,1,N/A,19.8,19.7,19.7,19.6,0.1,Late Neolithic/Early Bronze Age,N/A,367682.97,6687467.11,367682.976687467.11,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,246773,N/A,Open air,S826,Lundanes II,Y,4160,30,Beta-500266,4828,4704,4610,0,0,0,0,0,0,1,100,68.1,68,68,68,0.1,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,393760.0444,6888728.021,393760.04446888728.021,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,8530,13,Ua-891,9540,9523,9487,0,1,0,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Middle Mesolithic,Middle Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4920,50,T-7337,5750,5649,5581,0,0,0,1,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4760,100,T-7390,5720,5484,5295,0,0,0,1,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,7890,70,T-7512,8988,8731,8585,0,1,0,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Middle Mesolithic,Middle Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Øygarden,4626,Breivik,245,61,94845,B14628,Open air,S337,Breivik - Lok. 17. Budalen,Y,3650,90,Beta-44290,4240,3978,3811,0,0,0,0,0,0,1,123,17.6,17.3,17.3,17.1,0.3,Late Neolithic/Early Bronze Age,Late Neolithic,272234.5278,6719961.693,272234.52786719961.693,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,7080,130,T-7527,8171,7896,7675,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,7140,90,T-7762,8173,7958,7786,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Bømlo,4613,N/A,44,5. 20. 28. 34,174289,B17308,Open air,S152,Tjong-Løvegapet,Y,6760,30,Beta-419563,7669,7614,7574,0,0,1,0,0,0,0,4445,14.7,12.2,13.2,8,2.3,Late Mesolithic,Late Mesolithic,285084.2038,6616684.694,285084.20386616684.694,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,221357,N/A,Open air,S830,Eikenosvågen,Y,4060,30,Beta-440837,4622,4538,4423,0,0,0,0,0,0,1,640,9.2,8.3,8.1,7.6,0.5,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,365469.6481,6924979.543,365469.64816924979.543,
Outer coast,Hordaland,Bømlo,4613,N/A,44,5. 20. 28. 34,174289,B17308,Open air,S152,Tjong-Løvegapet,Y,6950,30,Beta-388544,7849,7772,7686,0,0,1,0,0,0,0,4445,14.7,12.2,13.2,8,2.3,Late Mesolithic,Late Mesolithic,285084.2038,6616684.694,285084.20386616684.694,
Outer coast,Hordaland,Bømlo,4613,N/A,44,5. 20. 28. 34,174289,B17308,Open air,S152,Tjong-Løvegapet,Y,6680,30,Beta-398717,7609,7536,7484,0,0,1,0,0,0,0,4445,14.7,12.2,13.2,8,2.3,Late Mesolithic,Late Mesolithic,285084.2038,6616684.694,285084.20386616684.694,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,138737,N/A,Open air,S988,Haakonshella - Lokalitet 1,Y,7020,30,Beta-549658,7936,7859,7782,0,0,1,0,0,0,0,1400,17.3,15.4,15.4,12.1,1.6,Late Mesolithic,Late Mesolithic,289973.5272,6696418.933,289973.52726696418.933,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,138737,N/A,Open air,S988,Haakonshella - Lokalitet 1,Y,6900,20,TRa-14855,7785,7720,7675,0,0,1,0,0,0,0,1400,17.3,15.4,15.4,12.1,1.6,Late Mesolithic,Late Mesolithic,289973.5272,6696418.933,289973.52726696418.933,
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,140623,N/A,Open air,S868,Lok. 3.,Y,3480,40,Beta-291077,3853,3754,3637,0,0,0,0,0,0,1,N/A,54.7,51.1,50.5,49.1,2,Late Neolithic/Early Bronze Age,N/A,292781.4955,6632947.038,292781.49556632947.038,
Outer coast,Hordaland,Bømlo,4613,N/A,44,5. 20. 28. 34,174289,B17308,Open air,S152,Tjong-Løvegapet,Y,6530,30,Beta-419562,7508,7451,7420,0,0,1,0,0,0,0,4445,14.7,12.2,13.2,8,2.3,Late Mesolithic,Late Mesolithic,285084.2038,6616684.694,285084.20386616684.694,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6100,30,Beta-472527,7028,6967,6881,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,170740,N/A,Open air,S828,Brakkerigg Kleven,Y,3960,30,Beta-360760,4451,4427,4349,0,0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,336423.3486,6913753.565,336423.34866913753.565,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162751,B14606,Open air,S462,Havnen lok. 19,Y,6890,70,Beta-131212,7862,7729,7603,0,0,1,0,0,1,0,1400,12.4,8.2,8.3,6.1,1.7,Late Mesolithic,N/A,301600.2386,6866082.132,301600.23866866082.132,
Fjords,Hordaland,Alver,4631,Flatøy,1,234. 342,107943,B14751,Open air,S354,Flatøy - Krossnes 2. 3 og 6,Y,5710,140,Beta-41723,6804,6518,6274,0,0,1,0,0,0,0,289,16,15.2,15.4,14.3,0.7,Late Mesolithic,Late Mesolithic,294684.5473,6716317.568,294684.54736716317.568,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5460,30,Beta-472531,6252,6246,6200,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Hordaland,Alver,4631,Flatøy,1,234. 342,107943,B14751,Open air,S354,Flatøy - Krossnes 2. 3 og 6,Y,5960,100,Beta-41717,7023,6800,6539,0,0,1,0,0,0,0,289,16,15.2,15.4,14.3,0.7,Late Mesolithic,Late Mesolithic,294684.5473,6716317.568,294684.54736716317.568,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5830,30,Beta-458899,6739,6644,6551,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Hordaland,Alver,4631,Flatøy,1,234. 342,107943,B14751,Open air,S354,Flatøy - Krossnes 2. 3 og 6,Y,5475,70,Beta-41720,6405,6272,6173,0,0,1,0,0,0,0,289,16,15.2,15.4,14.3,0.7,Late Mesolithic,Late Mesolithic,294684.5473,6716317.568,294684.54736716317.568,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,138737,N/A,Open air,S988,Haakonshella - Lokalitet 1,Y,6285,25,TRa-14854,7261,7212,7162,0,0,1,0,0,0,0,1400,17.3,15.4,15.4,12.1,1.6,Late Mesolithic,Late Mesolithic,289973.5272,6696418.933,289973.52726696418.933,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,5150,100,T-7763,6125,5905,5657,0,0,0,1,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4690,90,T-6234,5597,5417,5275,0,0,0,0,1,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Hordaland,Alver,4631,Flatøy,1,234. 342,107943,B14751,Open air,S354,Flatøy - Krossnes 2. 3 og 6,Y,5410,110,Beta-41710,6400,6189,5935,0,0,1,0,0,0,0,289,16,15.2,15.4,14.3,0.7,Late Mesolithic,Late Mesolithic,294684.5473,6716317.568,294684.54736716317.568,
Outer coast,Hordaland,Øygarden,4626,Breivik,245,61,94845,B14628,Open air,S337,Breivik - Lok. 17. Budalen,Y,3700,80,Ua-2456,4293,4044,3832,0,0,0,0,0,0,1,123,17.6,17.3,17.3,17.1,0.3,Late Neolithic/Early Bronze Age,Late Neolithic,272234.5278,6719961.693,272234.52786719961.693,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4740,60,Tua-2024,5587,5476,5439,0,0,0,1,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,4840,30,Beta-458891,5605,5577,5550,0,0,0,1,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Early/Middle Neolithic,Early/Middle Neolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Øygarden,4626,N/A,34,193. 523,174695,B17624/ B17881,Open air,S321,Sotrasambandet lok 11 Søre Bildøy,Y,6990,30,Beta-477279,7874,7824,7727,0,0,1,0,0,0,0,875,14.7,12.7,12.6,10.8,1.2,Late Mesolithic,Late Mesolithic,285623.4832,6697561.85,285623.48326697561.85,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5220,30,Beta-389705,6010,5969,5910,0,0,0,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Early/Middle Neolithic,Early/Middle Neolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,139424,B16864/ B17870/ B17901,Open air,S282,Giskegjerdet 2,Y,4910,30,Beta-484963,5664,5635,5587,0,0,0,1,0,0,0,1091,11.6,10.5,10.8,8.7,1.1,Early/Middle Neolithic,Early/Middle Neolithic,348738.3382,6933588.423,348738.33826933588.423,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5680,30,Beta-428839,6555,6457,6396,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,7330,90,T-7333,8340,8136,7977,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,7150,70,T-7049,8049,7968,7835,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5250,30,Beta-428842,6025,6002,5928,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5230,30,Beta-389704,6014,5974,5915,0,0,0,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Early/Middle Neolithic,Early/Middle Neolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Sunnmøre,N/A,N/A,N/A,N/A,N/A,139424,B16864/ B17870/ B17901,Open air,S282,Giskegjerdet 2,Y,4840,40,Beta-288829,5606,5560,5475,0,0,0,1,0,0,0,1091,11.6,10.5,10.8,8.7,1.1,Early/Middle Neolithic,Early/Middle Neolithic,348738.3382,6933588.423,348738.33826933588.423,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4650,90,T-7521,5586,5383,5256,0,0,0,0,1,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,172352,B17991,Open air,S349,Snekkevika Lok 3,Y,4430,30,Beta-361758,5061,5021,4873,0,0,0,0,1,0,0,66,13.9,12.8,13.6,10.8,1.3,Early/Middle Neolithic,Early/Middle Neolithic,285797.4844,6731754.077,285797.48446731754.077,
Outer coast,Hordaland,Øygarden,4626,Breivik,245,61,94845,B14628,Open air,S337,Breivik - Lok. 17. Budalen,Y,7255,65,Beta-44287,8185,8082,7945,0,0,1,0,0,0,0,123,17.6,17.3,17.3,17.1,0.3,Late Mesolithic,Late Mesolithic,272234.5278,6719961.693,272234.52786719961.693,
