Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,Site name,m2,Conventional date,X (UTM32N),Y (UTM32N),M.a.s.l (Geom_Max),M.a.s.l (Geom_Mean),M.a.s.l (Geom_Median),M.a.s.l (Geom_Min),M.a.s.l (Geom_Stdev),M.a.s.l (Single point),Reference
Outer coast,Hordaland,Stord,4614,N/A,53,126,106367,N/A,Open air,"Setravik - Lok. 1, Grunnavågsneset",147,Middle/Late Mesolithic,296989.5487,6631341.126,15.8832655,15.11095575,14.65508366,14.26086521,0.655478962,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106367-1
Outer coast,Hordaland,Stord,4614,N/A,53,126,106367,N/A,Open air,"Setravik - Lok. 1, Grunnavågsneset",147,Middle/Late Mesolithic,296989.5487,6631341.126,15.8832655,15.11095575,14.65508366,14.26086521,0.655478962,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106367-1
Outer coast,Hordaland,Stord,4614,Setravik,53,126,106368,N/A,Open air,"Setravik - Lok. 2, Grunnavågsneset",25,Middle/Late Mesolithic,297035.3145,6631365.827,12.7961483,12.61054087,12.342834,11.88951969,0.526460661,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106368-1
Outer coast,Hordaland,Sveio,4612,N/A,51,4,106187,B13670,Open air,"Lokna (Tjernagel) - Lok. 21, Hillersvik",95.41,Middle/Late Mesolithic,292608.2736,6614168.459,17.90118408,16.6931524,17.23183537,16.2490654,0.800164943,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106187-1
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,103200,N/A,Open air,"Ervik - Lok. 4, Vollane / Vollane lokaliet 4",370,Middle/Late Mesolithic,297400.4675,6706301.989,17.15221596,15.81366396,15.55144358,14.99955273,0.834881895,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/103200-1
Outer coast,Hordaland,Austevoll,4625,N/A,N/A,N/A,97720,N/A,Open air,Haukanes - Lok. 6 (2001),500,Middle/Late Mesolithic,293942.8224,6664606.114,15.79858112,14.84609747,15.23772764,13.11035347,1.06991367,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97720-1
Outer coast,Hordaland,Austevoll,4625,N/A,N/A,N/A,97721,N/A,Open air,Haukanes - Lok. 7 (2001),45,Middle/Late Mesolithic,293989.2028,6664591.843,20.20467186,19.25105953,19.25105953,18.2974472,0.953612328,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97721-1
Outer coast,Hordaland,Austevoll,4625,N/A,N/A,N/A,97716,N/A,Open air,Haukanes - Lok. 2 (2001),42,Middle/Late Mesolithic,293851.1294,6664421.445,18.25272942,17.8426466,17.8426466,17.43256378,0.410082817,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97716-1
Outer coast,Hordaland,Austevoll,4625,N/A,N/A,N/A,97717,N/A,Open air,Haukanes - Lok. 3 (2001),60,Middle/Late Mesolithic,293897.9596,6664378.798,14.72005081,12.48754068,12.86253262,11.75442791,1.395898322,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97717-1
Outer coast,Hordaland,Sveio,4612,N/A,50,N/A,106173,B13658,Open air,"Tjernagel - Lok. 9, Snørhaug",418.72,Middle/Late Mesolithic,292808.8317,6615088.827,15.26914787,14.53287816,14.51015234,13.84206009,0.510269701,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106173-1
Fjords,Hordaland,Austevoll,4625,N/A,N/A,N/A,97416,B13538,Open air,Drivenes - Lok. Fagerbakkevatnet,748.51,Middle/Late Mesolithic,287741.2248,6658353.634,20.22421074,17.45989622,17.21716499,14.5229454,1.881987513,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97416-1
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,97667,B13062,Open air,"Isdal - Lok. 2, Hagelsund (Fas 1)",26,Middle/Late Mesolithic,295751.3744,6717771.714,14.25191116,14.03608066,12.8229208,10.97315216,1.717079241,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97667-1
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,97667,B13062,Open air,"Isdal - Lok. 2, Hagelsund (Fas 2)",26,Middle/Late Mesolithic,295751.3744,6717771.714,14.25191116,14.03608066,12.8229208,10.97315216,1.717079241,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97667-1
Outer coast,Hordaland,Kvam,4622,N/A,N/A,N/A,97451,N/A,Open air,Hjartnes - Buplass,827.85,Middle/Late Mesolithic,341797.3066,6683865.801,21.91725731,20.42091351,20.40232086,18.9387989,0.956751069,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97451-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,221211,N/A,Open air,Vindenes,96.61,Middle/Late Mesolithic,279588.9507,6707325.702,15.87454605,14.34032342,15.04491997,14.19018459,0.929258187,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/221211-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,219652,N/A,Open air,Vardakleivvatnet lok 1,39.73,Middle/Late Mesolithic,279720.0716,6702851.593,21.56157494,20.30108855,20.74897385,20.18555832,0.757122883,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/219652-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,219653,N/A,Open air,Vardakleivvatnet lok 2,53.28,Middle/Late Mesolithic,279769.5947,6702813.37,26.39556122,25.93445577,25.96640015,25.23224831,0.423348431,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/219653-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,216841,B17499,Open air,Hitsøy - lok 6,750,Middle/Late Mesolithic,275690.8508,6692631.257,12.53664398,11.4180905,11.44049215,10.30339527,0.687752822,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/216841-1
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,224198,B17716,Open air,Bergsvika Lok 2,273,Middle/Late Mesolithic,292905.428,6692681.874,16.23831177,16.09212542,16.09212542,15.94593906,0.146186352,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/224198-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,179781,N/A,Open air,Austefjorden-Lok. 9 / Lok 9,418,Middle/Late Mesolithic,283263.3692,6678983.8,12.54827499,11.86107206,11.86107206,11.17386913,0.68720293,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/179781-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,179776,N/A,Open air,Austefjorden- Lok. 5 / Lok 5,145.45,Middle/Late Mesolithic,282894.0402,6679364.861,16.19678307,15.66620731,15.66620731,15.13563156,0.530575752,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/179776-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,179777,N/A,Open air,Austefjorden- Lok. 6 / Lok 6,418.9,Middle/Late Mesolithic,282968.5704,6679297.325,12.59681225,11.3414189,11.02608299,10.40136147,0.923608354,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/179777-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,179780,N/A,Open air,Austefjorden-Lok. 8 / Lok 8,292.66,Middle/Late Mesolithic,282924.413,6679323.214,14.18622494,12.00130129,12.64187098,8.535238266,2.247297485,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/179780-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,174999,N/A,Open air,Sotrasambandet lok 5 Arefjordpollen,181.95,Middle/Late Mesolithic,287048.2563,6698853.465,15.94795799,15.31441498,15.31441498,14.68087196,0.633543015,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/174999-1
Outer coast,Hordaland,Fitjar,4615,N/A,N/A,N/A,212640,N/A,Open air,Lokalitet 2 Avløypet,406.91,Middle/Late Mesolithic,288783.6381,6647181.895,13.67823219,12.62351775,12.69526958,11.42529964,0.799809507,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/212640-1
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,211654,N/A,Open air,Bildøy Lok. 25,180,Middle/Late Mesolithic,285194.206,6698015.975,15.64411259,14.32775682,14.34945679,13.61519051,0.679219047,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/211654-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,213982,N/A,Open air,Ulvøya lok 3,50,Middle/Late Mesolithic,274046.1811,6716823.817,14.30843067,13.17194439,13.39644718,12.54849815,0.704445202,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/213982-1
Fjords,Hordaland,Ulvik,4620,N/A,N/A,N/A,212323,N/A,Rock shelter,Nedre Grøndalsvatn 21 / 21 - Lok. 2,15,Middle/Late Mesolithic,403416.1551,6727392.916,988.8812256,988.7664136,988.3361206,987.7910156,0.694472116,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/212323-1
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,191544,N/A,Open air,Stongarvågen 2,135.36,Middle/Late Mesolithic,289437.0804,6637226.795,16.51371002,14.78330387,14.92888069,12.2230711,1.350779807,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/191544-1
Outer coast,Hordaland,Austrheim,4632,N/A,N/A,N/A,36149,B14538,Open air,"Hopland - Snekkevik 2, Tangane",82,Middle/Late Mesolithic,280278.8959,6739892.414,13.08015156,12.68378448,12.68378448,12.28741741,0.396367073,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/36149-1
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,55455,B14270,Open air,Foldrøy - Steinalderlok.,1350,Middle/Late Mesolithic,292720.808,6634494.041,15.75486469,14.33664703,13.86779976,13.30591965,0.985950184,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/55455-1
Fjords,Hordaland,Bømlo,4613,Hovland Indre,53,53,160441,B17839/B18077,Open air,"Lok 1-Hovlandshagen / LOK1, Hovlandshagen",135,Middle/Late Mesolithic,288108.3867,6613820.541,5.271428108,5.163877249,5.163877249,5.056326389,0.107550859,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/160441-1
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,25791,B7044/B7321/B7466/B7477/B7786/B8699,Open air,"Hillestveit - Fetts fk. 1, Sollio",375,Middle/Late Mesolithic,286189.3989,6613337.828,9.364030838,6.012103915,5.833586216,3.615301847,1.840203683,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25791-1
Fjords,Hordaland,Alver,4631,Vågens øvre,429,N/A,161156,B18295,Open air,Lokalitet 3 Kuvågen,292,Middle/Late Mesolithic,279086.6318,6734195.233,10.90110016,10.87884855,10.87884855,10.85659695,0.022251606,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/161156-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,143989,N/A,Open air,Melkevika,1120,Middle/Late Mesolithic,282210.2234,6684817.304,15.39825344,13.79664026,13.88684464,12.49100971,0.892741111,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/143989-1
Fjords,Hordaland,Stord,4614,N/A,46,N/A,136400,N/A,Open air,"Horneland - Lok. 5, Grindevika",40,Middle/Late Mesolithic,300315.7004,6628752.124,15.08115292,15.02216196,15.02216196,14.96317101,0.058990955,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/136400-1
Fjords,Hordaland,Stord,4614,N/A,46,209,136394,N/A,Open air,"Horneland - Lok. 3, Grindevika",10,Middle/Late Mesolithic,300333.4545,6628905.762,18.19530869,18.16955897,18.17806149,18.10165024,0.037453707,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/136394-1
Outer coast,Hordaland,Stord,4614,N/A,46,N/A,136396,N/A,Open air,"Horneland - Lok. 4, Grindevika",10,Middle/Late Mesolithic,300345.0543,6628894.319,18.10165024,16.69166278,17.31876087,15.94924831,0.955730903,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/136396-1
Fjords,Hordaland,Øygarden,4626,N/A,N/A,N/A,141415,B17671/B17672,Open air,Bildøy lok 9,570,Middle/Late Mesolithic,285141.069,6697763.406,16.19979668,14.99218766,15.4821353,13.3034935,1.158395071,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/141415-1
Mainland,Hordaland,Øygarden,4626,Grønaskaget,45,29,143749,B17141,Open air,Ebbesvik,375,Middle/Late Mesolithic,286313.8746,6696319.15,10.41095829,9.612532934,9.278924942,9.147715569,0.567107434,N/A,N/A
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,269152,B18456,Open air,Frugarden - lokalitet 3,1100,Middle/Late Mesolithic,303877.8763,6633222.154,14.14207649,12.08870331,11.98430347,10.20438671,1.10022753,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/269152-0
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,138737,B17230/B18219,Open air,Lokalitet 1,1400,Middle/Late Mesolithic,289973.5272,6696418.933,17.29929543,15.39232104,15.4490118,12.1182127,1.636660827,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/138737-1
Outer coast,Hordaland,Bømlo,4613,Mækjebakken,84,1,136771,B16787,Open air,"Mækjebakken - Steinalderbuplass, Mækjebakkvatnet",380,Middle/Late Mesolithic,290957.9209,6634564.78,14.59510326,13.0257833,13.28199673,10.94403648,1.320043359,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/136771-1
Outer coast,Hordaland,N/A,N/A,N/A,N/A,N/A,248844,B14729,Open air,Hornanes lokalitet 1 B14729,1596,Middle/Late Mesolithic,306728.5529,6644351.255,16.20062065,14.80544453,14.72886372,13.45238113,0.657531509,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/248844-0
Fjords,Hordaland,N/A,N/A,N/A,N/A,N/A,267021,B18457,Open air,Frugarden - lokalitet 4,1400,Middle/Late Mesolithic,303634.562,6633248.042,16.46313286,13.29289089,13.97357893,9.91720295,1.915993354,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/267021-0
Outer coast,Hordaland,Alver,4631,Lervik,304,1,108037,B15606,Open air,Leirvik - Lok. 4 (1996),200,Middle/Late Mesolithic,285479.8515,6718079.928,17.07928848,15.09176952,15.53572178,13.88692188,1.135873175,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108037-1
Outer coast,Hordaland,Stord,4614,Europaveg 39,51,46,108580,B15224,Open air,"Føyno - Lok. 68, Arahaugen",160,Middle/Late Mesolithic,297920.685,6628097.404,11.19241333,11.13494587,11.13494587,11.07747841,0.057467461,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108580-1
Fjords,Hordaland,Stord,4614,N/A,51,N/A,108563,B15200,Open air,"Føyno - Lok. 36, Jensavikjo",2250,Middle/Late Mesolithic,297090.7521,6627674.61,16.81224251,13.35926914,12.79527283,9.9249506,2.416610882,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108563-1
Fjords,Hordaland,Stord,4614,N/A,51,N/A,108569,B15209,Open air,"Føyno - Lok. 48, Arahaugen",50,Middle/Late Mesolithic,297897.2066,6628100.306,16.96510887,13.76283827,14.53224182,12.09937477,2.551631616,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108569-1
Fjords,Hordaland,Alver,4631,N/A,304,25,108163,B15624,Open air,Leirvik - Lok. 33 (1996),50,Middle/Late Mesolithic,285239.9511,6718158.944,15.28458595,14.52635797,14.65836811,13.63611984,0.679426296,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108163-1
Outer coast,Hordaland,Stord,4614,N/A,51,N/A,108590,B15393,Open air,"Føyno - Lok. 134, Breiavikjo",45,Middle/Late Mesolithic,297097.1318,6627747.34,9.752973557,7.07681187,6.774689913,5.512186527,1.44894462,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108590-1
Outer coast,Hordaland,Bømlo,4613,N/A,N/A,N/A,25791,B7786,Open air,"Hillestveit - Fetts fk. 1, Sollio",375,Middle/Late Mesolithic,286189.3989,6613337.828,9.364030838,6.012103915,5.833586216,3.615301847,1.840203683,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25791-1
Fjords,Hordaland,Øygarden,4626,Vik,34,N/A,N/A,B13502,Open air,Boplassfunn (lok. 16 A Ing.),144,Middle/Late Mesolithic,277625,6710321,N/A,N/A,N/A,N/A,N/A,18.12062263,https://www.unimus.no/felles/arkeologi/index_katalog.php?museum=um&museumsnr=B13502
Outer coast,Hordaland,Øygarden,4626,Vik,234,N/A,N/A,B13507,Open air,Boplassfunn (lok. 7 Ingerd.),9,Middle/Late Mesolithic,276023,6708826,N/A,N/A,N/A,N/A,N/A,2.205904722,https://www.unimus.no/felles/arkeologi/index_katalog.php?museum=um&museumsnr=B13507
Outer coast,Hordaland,Austevoll,4625,Storebø,43,7,97224,B12724,Open air,Storebø - Storebøvågen,249.37,Middle/Late Mesolithic,291714,6667354,10.44870281,9.39113903,9.39113903,8.333575249,1.057563782,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97224-1
Outer coast,Sogn og Fjordane,Bremanger,4648,Vingen,78,7,145557,B16475,Rock art site,Bakkane,4172.97,Middle/Late Mesolithic,306117.3145,6860518.26,18.39999962,13.12790704,13.30000019,8.100000381,2.540493019,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/145557-1
Outer coast,Sogn og Fjordane,Kinn,4602,Havikbotn,26,566,107341,B14159,Open air,Botnaneset lok. VI,53.75,Middle/Late Mesolithic,291600.1993,6836779.463,4.593403339,4.495293936,4.479054451,4.294639587,0.129294681,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/107341-1
Outer coast,Sogn og Fjordane,Bremanger,4648,N/A,51,02-Jan,148254,N/A,Open air,Aktivitetsområde,435.72,Middle/Late Mesolithic,291003.0549,6853512.191,7.755610943,6.359177272,6.232057095,5.089863777,1.091992565,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/148254-1
Fjords,Sogn og Fjordane,Lærdal,4642,N/A,N/A,N/A,181092,B16882,Open air,JUKLEVATN LOK 2,118.76,Middle/Late Mesolithic,458850,6766822,1291.335571,1288.999285,1289.284485,1287.71167,1.220592616,N/A,https://www.unimus.no/felles/arkeologi/index_katalog.php?museum=um&museumsnr=B16882
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,129729,B16656,Open air,Lutelandet lok. 34,50,Middle/Late Mesolithic,283547.3547,6798486.623,12.95613384,10.19959652,10.876894,9.938362122,1.645749402,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129729-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,122482,B16621,Open air,Lok 13 Lutelandet,164.28,Middle/Late Mesolithic,283688.5545,6796804.235,16.29933357,13.28196843,14.08956718,11.18974113,1.872663489,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/122482-1
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,4,122487,B16626,Open air,Lok 18 Lutelandet,316.3,Middle/Late Mesolithic,283302.0123,6797171.69,11.47229958,10.78795274,10.83208275,10.0594759,0.577626338,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/122487-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,129730,B16657,Open air,Lutelandet lok. 35,150,Middle/Late Mesolithic,283532.8097,6798503.566,14.44063663,12.20719906,12.29315042,9.872501373,1.397531726,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129730-1
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,15,129723,B16650,Open air,Lutelandet lok. 28,149.32,Middle/Late Mesolithic,283291.7943,6797500.054,10.25154686,10.05922031,10.05922031,9.866893768,0.192326546,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129723-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,15,129724,B16651,Open air,Lutelandet lok. 29,100,Middle/Late Mesolithic,283423.7691,6797653.026,10.71091938,10.65463933,10.65947533,10.60803127,0.051670858,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129724-1
Outer coast,Sogn og Fjordane,Fjaler,4646,Lutentun,274,3,129734,B16661,Open air,Lutlandet lok. 39,800,Middle/Late Mesolithic,283829.7771,6798448.54,11.22290611,10.4037379,10.28737497,9.855134964,0.409754444,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129734-1
Outer coast,Sogn og Fjordane,Gulen,4635,Steine,62,61,148661,B15692,Open air,Lok 1,178.41,Middle/Late Mesolithic,286499.9943,6753162.767,11.86349106,11.50806522,11.50806522,11.15263939,0.355425835,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/148661-1
Fjords,Sogn og Fjordane,Fjaler,4646,Lutentun,274,1,129736,B16662,Open air,Lutelandet lok. 41,150,Middle/Late Mesolithic,283551.132,6798468.464,11.01967621,10.08390093,10.08390093,9.148125648,0.93577528,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/129736-1
Outer coast,Sogn og Fjordane,Kinn,4602,Nordre Silda,269,25/53,91281,B16099,Open air,Lok 1 Silda,283.67,Middle/Late Mesolithic,300814.3695,6881753.448,8.397071838,8.031062603,8.068529606,7.590119362,0.28842281,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/91281-1
Mainland,Sogn og Fjordane,Gulen,4635,Halsvik,63,15,150520,B15074,Rock shelter,Stangevika,14,Middle/Late Mesolithic,286747.2664,6752293.935,3.832612038,3.680953383,3.680953383,3.529294729,0.151658654,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/150520-1
Outer coast,Sogn og Fjordane,Gulen,4635,Steine,62,61,148662,B15693,Open air,Lok 2,127.81,Middle/Late Mesolithic,286550.046,6753148.702,15.16039371,13.57815788,13.7260952,11.75360966,1.208491993,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/148662-1
Mainland,Sogn og Fjordane,Bremanger,4648,Havnen,64,3,25816,B15132,Open air,Havnen 110,250,Middle/Late Mesolithic,300928.58,6866358.42,14.87099075,11.54258983,12.72689676,9.502827644,2.202436812,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25816
Mainland,Sogn og Fjordane,Bremanger,4648,Havnen,64,3,66757,B15146,Open air,Havnen 124,60,Middle/Late Mesolithic,300971.5111,6866357.594,12.88970757,11.70015127,11.21468878,10.46971703,0.868149976,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66757
Outer coast,Sogn og Fjordane,Bremanger,4648,Havnen,64,3,35726,B15137,Open air,115 Havnen,80,Middle/Late Mesolithic,301027.4301,6866242.099,9.130127907,8.464345797,8.778400421,7.01406002,0.863533796,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35726
